kaptCode,kaptName,codeMgr,kaptMgrCnt,kaptCcompany,codeSec,kaptdScnt,kaptdSecCom,codeClean,kaptdClcnt,codeGarbage,codeDisinf,kaptdDcnt,disposalType,codeStr,kaptdEcapa,codeEcon,codeEmgr,codeFalarm,codeWsupply,codeElev,kaptdEcnt,kaptdPcnt,kaptdPcntu,codeNet,kaptdCccnt,welfareFacility,kaptdWtimebus,subwayLine,subwayStation,kaptdWtimesub,convenientFacility,educationFacility,groundElChargerCnt,undergroundElChargerCnt,useYn
A13707203,풍림아이원플러스,위탁관리,4,우리관리(주),위탁관리,4,(주)홈스웰,자치관리,3,음식물쓰레기종량제,위탁관리,6,분무식,철근콘크리트구조,1777,단일계약,위탁선임,GR형,부스타방식,위탁관리,4,0,194,무,23,"관리사무소, 휴게시설, 자전거보관소",5분이내,"2호선, 3호선, 9호선, 신분당선","양재역, 강남역",5~10분이내,관공서(서초2동사무소) 병원(광인한방병원) 대형상가(LG하이프라자) 공원(역삼소나무공원),초등학교(서이초등학교),0,4,Y
A13770606,더미캘란,자치관리,5,,자치관리,3,,자치관리,3,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,독이식",철골철근콘크리트구조,1500,종합계약,상주선임,R형,부스타방식,위탁관리,12,23,245,유,44,"관리사무소, 자전거보관소",5분이내,2호선,,10~15분이내,,,0,5,Y
A13770607,서초5차e편한세상,위탁관리,5,우리관리주식회사,위탁관리,3,듀델코리아,위탁관리,3,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,990,종합계약,위탁선임,R형,부스타방식,위탁관리,6,0,397,유,47,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",5분이내,"2호선, 3호선",방배,10~15분이내,공원() 기타(예술의 전당),초등학교(신중초등학교) 중학교(서초중학교) 고등학교(서울고등학교),0,9,Y
A13770608,서초현대ESA2차,위탁관리,8,(주)광인산업,위탁관리,6,광인산업(주),위탁관리,4,음식물쓰레기종량제,위탁관리,12,도포식,철골철근콘크리트구조,2510,종합계약,상주선임,R형,부스타방식,관리방식미정,6,0,319,무,60,"관리사무소, 휴게시설, 자전거보관소",5분이내,2호선,서초,5분이내,관공서(서울중앙지방법원) 병원(한나산부인과의원) 공원(궁현어린이공원),초등학교(서울교대부설초등학교) 중학교(서초중학교) 고등학교(서초고등학교) 대학교(서울교육대학교),0,3,Y
A13770609,현대슈퍼빌,위탁관리,19,우리관리(주),위탁관리,25,에스원,위탁관리,24,거점장비수거방식,위탁관리,12,분무식,철골철근콘크리트구조,7920,종합계약,상주선임,R형,부스타방식,위탁관리,24,28,1763,유,187,"관리사무소, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,3호선,남부터미널역,5분이내,관공서(서초3동사무소) 병원() 대형상가(국제전자센터) 기타(남부시외버스터미널),초등학교(신중초등학교) 대학교(서울벤처정보대학원대학교),0,40,Y
A13770610,서초아트자이,위탁관리,7,제일에스테이트서비스 주식회사,위탁관리,13,(주)에스텍시스템,위탁관리,6,기타,위탁관리,12,"도포식,분무식",철근콘크리트구조,3500,종합계약,상주선임,R형,부스타방식,위탁관리,6,0,406,유,98,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,"2호선, 3호선","남부터미널, 서초역",5~10분이내,관공서(서초구청) 병원(21세기 병원),초등학교(서울교대부속초교) 중학교(서초중학교) 고등학교(서울고등학교) 대학교(서울교대),0,0,Y
A13770611,서초이오빌,자치관리,5,,위탁관리,4,삼우안전관리 유한책임회사,위탁관리,5,음식물쓰레기종량제,위탁관리,6,분무식,철근콘크리트구조,1450,종합계약,상주선임,R형,부스타방식,위탁관리,4,13,321,유,54,"관리사무소, 휴게시설, 자전거보관소",5분이내,"2호선, 3호선",남부터미널,5분이내,관공서(서초3동사무소) 병원(이은경산부인과) 대형상가(국제전자센터) 공원(궁현어린이공원) 기타(남부시외버스터미널),초등학교(서울교대부설초등학교) 중학교(서초중학교) 고등학교(서울고등학교) 대학교(서울교육대학교),0,7,Y
A13772801,서초현대아파트,위탁관리,5,서일개발(주),위탁관리,5,웅산산업주식회사,위탁관리,4,음식물쓰레기종량제,위탁관리,4,"도포식,분무식",철근콘크리트구조,1050,단일계약,상주선임,P형,고가수조식,위탁관리,8,20,329,유,64,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,"2호선, 3호선",교대,5~10분이내,관공서(서울중앙지방법원) 병원(꽃마을한방병원) 대형상가(G-Five) 공원(분토골어린이공원),초등학교(서울교대부설초등학교) 대학교(서울교육대학교),0,7,Y
A13775102,서초삼성쉐르빌2,위탁관리,6,,자치관리,2,,자치관리,4,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철골철근콘크리트구조,2100,종합계약,상주선임,GR형,부스타방식,위탁관리,5,0,285,무,70,"관리사무소, 기타",5분이내,"2호선, 신분당선",강남,5~10분이내,관공서(서초2동사무소) 병원(강석철소아과) 공원(역삼무궁화공원),초등학교(서이초등학교) 중학교(서운중학교),0,0,Y
A13785604,서초진흥,자치관리,9,,자치관리,18,,위탁관리,8,차량수거방식,위탁관리,12,"도포식,분무식,기구부착식,독이식",철근콘크리트구조,2300,단일계약,상주선임,P형,고가수조식,위탁관리,13,540,0,무,81,"관리사무소, 어린이놀이터, 휴게시설",5분이내,2호선,,5분이내,관공서(서초4동사무소) 병원(이형빈 가정의학과 의원) 공원(명달근린공원),초등학교(서초초등학교) 중학교(서일중학교),0,0,Y
A13785607,롯데캐슬클래식,위탁관리,11,우리관리(주),위탁관리,10,(주)에스원,위탁관리,13,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,기구부착식",철근콘크리트구조,4318,단일계약,상주선임,R형,부스타방식,위탁관리,22,0,1442,유,131,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,"2호선, 9호선, 분당선",강남,5~10분이내,관공서(서초4동사무소) 병원(이공림치과) 백화점(신세계백화점),초등학교(서초초등학교) 중학교(서일중학교) 고등학교(반포고등학교),0,29,Y
A13785705,서초우성5차아파트,자치관리,4,,자치관리,6,,위탁관리,4,거점장비수거방식,위탁관리,12,,철근콘크리트구조,990,단일계약,상주선임,기타,고가수조식,위탁관리,10,94,344,무,64,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간, 자전거보관소",5분이내,"2호선, 신분당선",강남,5분이내,관공서(서초2동사무소),초등학교(서이초등학교) 중학교(서운중학교),0,9,Y
A13786601,서초자이,위탁관리,5,(주)무림하우징,위탁관리,3,(주)뉴맨테크,위탁관리,3,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,1805,종합계약,상주선임,R형,부스타방식,위탁관리,6,0,386,유,88,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,3호선,남부터미널역,5분이내,,,0,8,Y
A13786606,서초더샵,위탁관리,10,우리관리(주),위탁관리,8,우리관리(주),위탁관리,7,음식물쓰레기종량제,위탁관리,4,"도포식,분무식,기구부착식,독이식",철근콘크리트구조,5900,종합계약,상주선임,GR형,부스타방식,위탁관리,10,0,570,무,112,"관리사무소, 문고, 어린이놀이터, 커뮤니티공간, 자전거보관소",5분이내,3호선,남부터미널역,5분이내,병원(21세기병원) 대형상가(국제전자센터) 기타(남부시외버스터미널),초등학교(서일초등학교) 대학교(서울벤처정보대학원대학교),0,8,Y
A13786704,서초한신플러스타운,위탁관리,3,태림주택종합관리(주),위탁관리,4,(주)남경,자치관리(직영),2,차량수거방식,위탁관리,8,"도포식,분무식,독이식",철근콘크리트구조,935,단일계약,위탁선임,P형,부스타방식,위탁관리,7,46,238,무,36,"관리사무소, 노인정, 어린이놀이터",5분이내,3호선,남부터미널역,5분이내,관공서(서초3동사무소) 병원(정의원) 대형상가(국제전자센터) 기타(남부시외버스터미널),초등학교(신중초등학교) 중학교(서초중학교) 고등학교(서울고등학교) 대학교(서울교육대학교),0,6,Y
A13786803,서초3차e편한세상,위탁관리,5,우리관리(주),위탁관리,4,(주)홈스웰,위탁관리,1,차량수거방식,위탁관리,4,"도포식,분무식",철근콘크리트구조,950,종합계약,위탁선임,R형,부스타방식,위탁관리,3,0,182,무,33,"관리사무소, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,2호선,방배역,,공원() 기타(예술의전당),"초등학교(신중) 중학교() 고등학교(상문고, 서울고)",0,4,Y
A13786901,서초1차e편한세상,위탁관리,4,우리관리,위탁관리,4,이엠피서비스,위탁관리,3,음식물쓰레기종량제,위탁관리,12,분무식,철근콘크리트구조,950,종합계약,위탁선임,R형,부스타방식,위탁관리,7,7,307,무,53,"관리사무소, 주민공동시설, 어린이놀이터",5분이내,2호선,방배,10~15분이내,병원(세민정형외과의원) 기타(예술의전당),초등학교(신중초등학교) 중학교(서초중학교) 고등학교(서울고등학교),0,7,Y
A13787102,서초2차e편한세상,위탁관리,3,대한종합개발(주),자치관리(직영),3,,위탁관리,2,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,독이식",철골철근콘크리트구조,1160,종합계약,위탁선임,R형,부스타방식,위탁관리,8,45,210,유,38,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,2호선,서초역,5~10분이내,병원(),중학교() 고등학교(),0,0,Y
A13787105,서초한빛삼성,위탁관리,4,세화종합관리,위탁관리,3,엘림에스(유),위탁관리,2,음식물쓰레기종량제,위탁관리,12,"분무식,기구부착식",철근콘크리트구조,1350,단일계약,위탁선임,R형,고가수조식,위탁관리,7,109,247,무,64,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,2호선,,5분이내,병원(한나산부인과의원) 대형상가(롯데마트) 공원(서리풀공원) 기타(대법원),중학교(서초중학교) 고등학교(서초고등학교),7,0,Y
A13788002,"서초현대1,2차",위탁관리,6,한국주택시설관리(주),위탁관리,10,(주)경진이앤지,위탁관리,5,음식물쓰레기종량제,위탁관리,12,도포식,철골철근콘크리트구조,1025,단일계약,위탁선임,P형,고가수조식,위탁관리,14,188,0,무,46,"관리사무소, 노인정, 어린이놀이터",5분이내,3호선,,5~10분이내,관공서(서초구청) 병원(이상한치과) 대형상가(LG하이프라자),초등학교(서이초등학교) 중학교(영동중학교),0,0,Y
A13788003,서초삼성래미안,위탁관리,5,에이제이대원 주식회사,위탁관리,6,AJ대원주식회사,위탁관리,3,음식물쓰레기종량제,위탁관리,12,,철근콘크리트구조,1250,종합계약,상주선임,GR형,부스타방식,위탁관리,11,0,476,무,64,,5분이내,,,5~10분이내,,,0,20,Y
A13788201,서초현대4차,위탁관리,3,(주)무림하우징,위탁관리,3,새롬종합관리(주),위탁관리,3,음식물쓰레기종량제,위탁관리,4,"분무식,독이식",철근콘크리트구조,1192,종합계약,위탁선임,P형,고가수조식,위탁관리,4,15,223,무,72,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,"2호선, 3호선, 9호선","강남역, 교대역, 사평역",10~15분이내,관공서(서울중앙지방법원) 병원(서울성모병원) 백화점(신세계백화점) 대형상가(G-Five) 공원(명달공워),초등학교(원명초등학교) 중학교(서일중학교) 고등학교(반포고등학교) 대학교(서울교육대학교),0,14,Y
A13788203,유원서초아파트,자치관리,8,,위탁관리,12,(주)듀델코리아,위탁관리,6,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,1800,종합계약,상주선임,P형,부스타방식,위탁관리,18,210,218,무,82,"관리사무소, 노인정, 보육시설, 어린이놀이터, 유치원, 자전거보관소",5분이내,"2호선, 3호선",교대,5분이내,관공서(서울중앙지방법원) 병원(이현아치과) 대형상가(G-Five),초등학교(원명초등학교) 대학교(서울교육대학교),0,0,Y
A13788206,서초아크로비스타,위탁관리,38,율산개발 유한회사,위탁관리,31,에스텍시스템,위탁관리,23,거점장비수거방식,위탁관리,12,"분무식,독이식",철근콘크리트구조,9650,종합계약,상주선임,R형,부스타방식,위탁관리,23,3,1908,유,245,"관리사무소, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",5분이내,"2호선, 3호선",교대역,5~10분이내,관공서(서울중앙지방법원) 병원(쎈트럴치과) 백화점(신세계백화점) 대형상가(뉴코아아울렛) 공원(미도어린이공원),초등학교(원명초등학교) 대학교(서울교육대학교),0,119,Y
A13788208,서초래미안,위탁관리,13,우리관리(주),위탁관리,15,(주)듀델코리,위탁관리,14,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,3750,종합계약,상주선임,GR형,부스타방식,위탁관리,24,77,1748,무,319,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,"2호선, 3호선, 9호선",,10~15분이내,관공서(서울중앙지방법원) 병원(서초훼밀리의원) 대형상가(G-Five),초등학교(원명초등학교) 중학교(서일중학교) 대학교(서울교육대학교),0,36,Y
A13792001,서초삼풍,자치관리,24,,위탁관리,120,원광,위탁관리,33,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,7000,단일계약,상주선임,P형,고가수조식,위탁관리,62,1374,1553,무,316,"관리사무소, 노인정, 어린이놀이터, 휴게시설",5분이내,2호선,교대,5~10분이내,,,0,0,Y
A13792306,서초트라팰리스1차,위탁관리,6,에이제이대원 주식회사,위탁관리,4,에스원,위탁관리,6,음식물쓰레기종량제,위탁관리,12,분무식,철골철근콘크리트구조,2700,종합계약,상주선임,R형,부스타방식,위탁관리,9,0,527,유,116,"관리사무소, 노인정, 보육시설, 주민공동시설, 커뮤니티공간, 자전거보관소",5분이내,"3호선, 신분당선",양재역,10~15분이내,"관공서(서초구청) 병원(참포도나무병원, 강남베드로병원) 대형상가(코스트코, 이마트)","초등학교(서일초등학교, 서이초등학교) 고등학교(문화예술정보학교)",0,11,Y
A10028021,서초포레스타2단지아파트,위탁관리,8,우리관리(주),위탁관리,7,(주)이엠피서비스,위탁관리,12,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철골콘크리트구조,2940,종합계약,상주선임,R형,부스타방식,위탁관리,27,0,1180,유,290,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,신분당선,,5분이내,병원(서울시 어린이병원) 기타(내곡파출소),초등학교(언남초등학교),0,12,Y
